CASE #,Date of Occurance,Primary Description,Description,Beat,Ward,Year,Latitude,Longitude,Month
HZ249040,5/2/2016,HOMICIDE,FIRST DEGREE MURDER,2525,30,2016,41.91762339,-87.72657693,5
HZ245624,5/2/2016,HOMICIDE,FIRST DEGREE MURDER,1021,24,2016,41.85544896,-87.71510676,5
HZ250365,5/3/2016,HOMICIDE,FIRST DEGREE MURDER,835,18,2016,41.7586063,-87.68674885,5
HZ249724,5/3/2016,HOMICIDE,FIRST DEGREE MURDER,1533,28,2016,41.87946715,-87.74819558,5
HZ250488,5/4/2016,HOMICIDE,FIRST DEGREE MURDER,1235,25,2016,41.85808595,-87.64693604,5
HZ235328,5/4/2016,HOMICIDE,FIRST DEGREE MURDER,411,5,2016,41.75655047,-87.59260005,5
HZ252854,5/6/2016,HOMICIDE,FIRST DEGREE MURDER,632,6,2016,41.74112456,-87.60979737,5
HZ254226,5/6/2016,HOMICIDE,FIRST DEGREE MURDER,624,6,2016,41.75612996,-87.60408369,5
HZ255530,5/7/2016,HOMICIDE,FIRST DEGREE MURDER,815,23,2016,41.79767217,-87.73186488,5
HZ255700,5/7/2016,HOMICIDE,FIRST DEGREE MURDER,1533,24,2016,41.87468983,-87.74505572,5
HZ256331,5/8/2016,HOMICIDE,FIRST DEGREE MURDER,1133,24,2016,41.86999515,-87.71134284,5
HZ256216,5/8/2016,HOMICIDE,FIRST DEGREE MURDER,1115,28,2016,41.87768035,-87.72801978,5
HZ255913,5/8/2016,HOMICIDE,FIRST DEGREE MURDER,2024,48,2016,41.97226092,-87.6485468,5
HZ256000,5/8/2016,HOMICIDE,FIRST DEGREE MURDER,623,6,2016,41.75553294,-87.61825192,5
HZ256874,5/9/2016,HOMICIDE,FIRST DEGREE MURDER,221,4,2016,41.81250532,-87.604435,5
HZ257331,5/9/2016,HOMICIDE,FIRST DEGREE MURDER,1124,28,2016,41.87736408,-87.7019006,5
HZ257331,5/9/2016,HOMICIDE,FIRST DEGREE MURDER,1124,28,2016,41.87736408,-87.7019006,5
HZ253408,5/10/2016,HOMICIDE,FIRST DEGREE MURDER,1121,27,2016,41.89547004,-87.71541881,5
HZ259563,5/11/2016,HOMICIDE,FIRST DEGREE MURDER,323,8,2016,41.7598227,-87.60175479,5
HZ260932,5/11/2016,HOMICIDE,FIRST DEGREE MURDER,734,17,2016,41.76493912,-87.66169378,5
HZ260932,5/11/2016,HOMICIDE,FIRST DEGREE MURDER,734,17,2016,41.76493657,-87.6617268,5
HZ253080,5/7/2016,HOMICIDE,FIRST DEGREE MURDER,631,8,2016,41.74531835,-87.60379931,5
HZ260932,5/12/2016,HOMICIDE,FIRST DEGREE MURDER,734,17,2016,41.76493912,-87.66169378,5
HZ260994,5/12/2016,HOMICIDE,FIRST DEGREE MURDER,523,9,2016,41.66515056,-87.63597474,5
HZ262777,5/13/2016,HOMICIDE,FIRST DEGREE MURDER,231,3,2016,41.79544568,-87.62086324,5
HZ263723,5/14/2016,HOMICIDE,FIRST DEGREE MURDER,1231,2,2016,41.86780515,-87.65742036,5
HZ264446,5/14/2016,HOMICIDE,FIRST DEGREE MURDER,1511,29,2016,41.89544106,-87.76784713,5
HZ264420,5/14/2016,HOMICIDE,FIRST DEGREE MURDER,1522,29,2016,41.87291095,-87.75793761,5
HZ264691,5/14/2016,HOMICIDE,FIRST DEGREE MURDER,312,20,2016,41.77615028,-87.61552262,5
HZ265106,5/15/2016,HOMICIDE,FIRST DEGREE MURDER,1033,12,2016,41.84593137,-87.70140235,5
HZ265167,5/15/2016,HOMICIDE,FIRST DEGREE MURDER,1533,28,2016,41.88176848,-87.74905958,5
HZ265551,5/15/2016,HOMICIDE,FIRST DEGREE MURDER,1522,28,2016,41.88096668,-87.75875401,5
HZ265978,5/15/2016,HOMICIDE,FIRST DEGREE MURDER,1012,24,2016,41.86001798,-87.72743384,5
HZ267429,5/16/2016,HOMICIDE,FIRST DEGREE MURDER,2234,34,2016,41.69216078,-87.65904267,5
HZ267495,5/16/2016,HOMICIDE,FIRST DEGREE MURDER,1722,39,2016,41.95998418,-87.72832609,5
HZ194083,5/16/2016,HOMICIDE,FIRST DEGREE MURDER,933,20,2016,41.80494152,-87.66244251,5
HZ267504,5/16/2016,HOMICIDE,FIRST DEGREE MURDER,1213,27,2016,41.89882127,-87.66598243,5
HS277869,4/6/2016,HOMICIDE,FIRST DEGREE MURDER,2531,29,2016,41.91016504,-87.77031091,4
HZ268823,5/17/2016,HOMICIDE,FIRST DEGREE MURDER,2534,27,2016,41.90536283,-87.7272257,5
HZ269169,5/18/2016,HOMICIDE,FIRST DEGREE MURDER,1524,37,2016,41.89761777,-87.76185547,5
HZ269856,5/18/2016,HOMICIDE,FIRST DEGREE MURDER,1511,29,2016,41.89839215,-87.77253374,5
HZ270888,5/19/2016,HOMICIDE,FIRST DEGREE MURDER,313,20,2016,41.7832993,-87.60724814,5
HZ271793,5/20/2016,HOMICIDE,FIRST DEGREE MURDER,322,6,2016,41.76863335,-87.61855367,5
HZ272490,5/20/2016,HOMICIDE,FIRST DEGREE MURDER,213,3,2016,41.83065199,-87.62664099,5
HZ273166,5/21/2016,HOMICIDE,FIRST DEGREE MURDER,624,8,2016,41.75071345,-87.60031906,5
HZ275089,5/22/2016,HOMICIDE,FIRST DEGREE MURDER,322,6,2016,41.76870996,-87.62338425,5
HZ278320,5/24/2016,HOMICIDE,FIRST DEGREE MURDER,232,20,2016,41.79039444,-87.61749057,5
HZ281378,5/27/2016,HOMICIDE,FIRST DEGREE MURDER,733,17,2016,41.76267066,-87.65162663,5
HZ281572,5/27/2016,HOMICIDE,FIRST DEGREE MURDER,225,20,2016,41.79211719,-87.62402077,5
HZ282115,5/27/2016,HOMICIDE,FIRST DEGREE MURDER,725,17,2016,41.77118662,-87.65913582,5
HZ282773,5/27/2016,HOMICIDE,FIRST DEGREE MURDER,833,18,2016,41.75647724,-87.71577532,5
HZ282911,5/28/2016,HOMICIDE,FIRST DEGREE MURDER,2024,48,2016,41.97556662,-87.64975073,5
HZ283010,5/28/2016,HOMICIDE,FIRST DEGREE MURDER,1622,38,2016,41.9602301,-87.78608096,5
HZ283676,5/28/2016,HOMICIDE,FIRST DEGREE MURDER,925,3,2016,41.81910849,-87.63273307,5
HZ286621,5/30/2016,HOMICIDE,FIRST DEGREE MURDER,231,3,2016,41.80155148,-87.61773683,5
HZ286618,5/30/2016,HOMICIDE,FIRST DEGREE MURDER,2412,50,2016,41.99834208,-87.69478671,5
HZ288131,5/31/2016,HOMICIDE,FIRST DEGREE MURDER,423,10,2016,41.73325624,-87.55271722,5
HZ288399,6/1/2016,HOMICIDE,FIRST DEGREE MURDER,813,13,2016,41.79135537,-87.72727048,6
HZ289164,6/1/2016,HOMICIDE,FIRST DEGREE MURDER,421,7,2016,41.75953877,-87.55926002,6
HZ289522,6/1/2016,HOMICIDE,FIRST DEGREE MURDER,2412,50,2016,41.99744432,-87.70615959,6
HZ291191,6/2/2016,HOMICIDE,FIRST DEGREE MURDER,1133,24,2016,41.87270772,-87.71208025,6
HZ291715,6/3/2016,HOMICIDE,FIRST DEGREE MURDER,915,11,2016,41.83009673,-87.63999942,6
HZ292357,6/3/2016,HOMICIDE,FIRST DEGREE MURDER,1421,35,2016,41.91745202,-87.70092137,6
HZ292777,6/4/2016,HOMICIDE,FIRST DEGREE MURDER,1532,28,2016,41.88479642,-87.75522727,6
HZ292806,6/4/2016,HOMICIDE,FIRST DEGREE MURDER,2223,21,2016,41.71928177,-87.64725034,6
HZ293628,6/4/2016,HOMICIDE,FIRST DEGREE MURDER,614,21,2016,41.73674676,-87.66308677,6
HZ293988,6/5/2016,HOMICIDE,FIRST DEGREE MURDER,624,8,2016,41.75601524,-87.60287188,6
HZ295346,6/6/2016,HOMICIDE,FIRST DEGREE MURDER,531,9,2016,41.68616102,-87.61807973,6
HZ295122,6/5/2016,HOMICIDE,FIRST DEGREE MURDER,622,21,2016,41.7466635,-87.63297892,6
HZ293199,6/4/2016,HOMICIDE,FIRST DEGREE MURDER,834,18,2016,41.74248215,-87.70280245,6
HZ295259,6/6/2016,HOMICIDE,FIRST DEGREE MURDER,131,2,2016,41.85011833,-87.62373639,6
HZ298642,6/8/2016,HOMICIDE,FIRST DEGREE MURDER,1121,27,2016,41.89185127,-87.7105028,6
HZ299222,6/8/2016,HOMICIDE,FIRST DEGREE MURDER,735,17,2016,41.76262284,-87.6649728,6
HZ300435,6/9/2016,HOMICIDE,FIRST DEGREE MURDER,835,18,2016,41.74099139,-87.69425024,6
HZ302181,6/10/2016,HOMICIDE,FIRST DEGREE MURDER,424,10,2016,41.73328316,-87.54700517,6
HZ303596,6/11/2016,HOMICIDE,FIRST DEGREE MURDER,934,20,2016,41.79882706,-87.64891841,6
HZ302366,6/11/2016,HOMICIDE,FIRST DEGREE MURDER,634,21,2016,41.73377778,-87.63188424,6
HZ303764,6/12/2016,HOMICIDE,FIRST DEGREE MURDER,2221,21,2016,41.72930178,-87.66408737,6
HZ303764,6/12/2016,HOMICIDE,FIRST DEGREE MURDER,2221,21,2016,41.72930178,-87.66408737,6
HZ303359,6/11/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.78460647,-87.65220097,6
HZ304009,6/12/2016,HOMICIDE,FIRST DEGREE MURDER,733,17,2016,41.76324655,-87.65340926,6
HZ305498,6/13/2016,HOMICIDE,FIRST DEGREE MURDER,722,20,2016,41.77548784,-87.63044009,6
HZ273852,6/1/2016,HOMICIDE,FIRST DEGREE MURDER,1011,24,2016,41.86444389,-87.71700991,6
HZ306382,6/14/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.79162912,-87.65359344,6
HZ306312,6/14/2016,HOMICIDE,FIRST DEGREE MURDER,1522,29,2016,41.87570972,-87.75841188,6
HZ306529,6/14/2016,HOMICIDE,FIRST DEGREE MURDER,1531,37,2016,41.89312906,-87.74948127,6
HZ307641,6/14/2016,HOMICIDE,FIRST DEGREE MURDER,933,20,2016,41.80583902,-87.66246249,6
HM489058,6/12/2016,HOMICIDE,FIRST DEGREE MURDER,1523,28,2016,41.88290449,-87.75882845,6
HZ309291,6/15/2016,HOMICIDE,FIRST DEGREE MURDER,1021,24,2016,41.85846154,-87.71397282,6
HZ294139,6/16/2016,HOMICIDE,FIRST DEGREE MURDER,1732,31,2016,41.93910209,-87.72650935,6
HZ300630,6/16/2016,HOMICIDE,FIRST DEGREE MURDER,935,3,2016,41.79721668,-87.63306691,6
HZ310505,6/16/2016,HOMICIDE,FIRST DEGREE MURDER,312,20,2016,41.77845351,-87.61389111,6
HZ310327,6/16/2016,HOMICIDE,FIRST DEGREE MURDER,414,8,2016,41.75245073,-87.58333128,6
HZ310726,6/16/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.79013832,-87.64748172,6
HZ309986,6/16/2016,HOMICIDE,FIRST DEGREE MURDER,1531,37,2016,41.89773696,-87.74684976,6
HZ312274,6/17/2016,HOMICIDE,FIRST DEGREE MURDER,1013,22,2016,41.85070781,-87.73339437,6
HZ312178,6/17/2016,HOMICIDE,FIRST DEGREE MURDER,726,15,2016,41.77516763,-87.67745761,6
HZ312582,6/18/2016,HOMICIDE,FIRST DEGREE MURDER,1533,28,2016,41.87949026,-87.74627121,6
HZ310770,6/18/2016,HOMICIDE,FIRST DEGREE MURDER,922,14,2016,41.81448314,-87.70360444,6
HZ312450,6/18/2016,HOMICIDE,FIRST DEGREE MURDER,1122,28,2016,41.88051722,-87.72322293,6
HZ312510,6/18/2016,HOMICIDE,FIRST DEGREE MURDER,1233,2,2016,41.86427448,-87.65995762,6
HZ312763,6/18/2016,HOMICIDE,FIRST DEGREE MURDER,234,4,2016,41.79805639,-87.59109907,6
HZ313351,6/18/2016,HOMICIDE,FIRST DEGREE MURDER,323,6,2016,41.76130187,-87.60911624,6
HZ313449,6/18/2016,HOMICIDE,FIRST DEGREE MURDER,621,17,2016,41.75523912,-87.63563076,6
HZ314318,6/19/2016,HOMICIDE,FIRST DEGREE MURDER,924,20,2016,41.81038588,-87.66900297,6
HZ314673,6/19/2016,HOMICIDE,FIRST DEGREE MURDER,723,16,2016,41.77730987,-87.64080292,6
HZ314903,6/19/2016,HOMICIDE,FIRST DEGREE MURDER,114,42,2016,41.87381905,-87.61732415,6
HZ315057,6/20/2016,HOMICIDE,FIRST DEGREE MURDER,324,5,2016,41.76164172,-87.59695821,6
HZ315026,6/20/2016,HOMICIDE,FIRST DEGREE MURDER,725,17,2016,41.76856204,-87.66318093,6
HZ318104,6/22/2016,HOMICIDE,FIRST DEGREE MURDER,2222,21,2016,41.73363151,-87.65692012,6
HZ320830,6/23/2016,HOMICIDE,FIRST DEGREE MURDER,726,15,2016,41.77677153,-87.67383741,6
HZ320044,6/23/2016,HOMICIDE,FIRST DEGREE MURDER,925,3,2016,41.80912527,-87.63190651,6
HZ321765,6/24/2016,HOMICIDE,FIRST DEGREE MURDER,933,16,2016,41.8024823,-87.65630284,6
HZ322205,6/24/2016,HOMICIDE,FIRST DEGREE MURDER,621,17,2016,41.7537726,-87.64776273,6
HZ322218,6/24/2016,HOMICIDE,FIRST DEGREE MURDER,1112,27,2016,41.89993664,-87.72499227,6
HZ323396,6/25/2016,HOMICIDE,FIRST DEGREE MURDER,824,16,2016,41.78761244,-87.68753184,6
HZ323876,6/26/2016,HOMICIDE,FIRST DEGREE MURDER,1511,29,2016,41.89717073,-87.7691248,6
HZ323755,6/26/2016,HOMICIDE,FIRST DEGREE MURDER,1112,27,2016,41.89421545,-87.71993755,6
HZ323860,6/26/2016,HOMICIDE,FIRST DEGREE MURDER,324,5,2016,41.76277792,-87.60126305,6
HZ325620,6/27/2016,HOMICIDE,FIRST DEGREE MURDER,334,7,2016,41.76176918,-87.55834254,6
HZ326242,6/27/2016,HOMICIDE,FIRST DEGREE MURDER,1022,24,2016,41.86001652,-87.70670403,6
HZ326350,6/28/2016,HOMICIDE,FIRST DEGREE MURDER,723,6,2016,41.7731084,-87.64263345,6
HZ326421,6/28/2016,HOMICIDE,FIRST DEGREE MURDER,932,16,2016,41.80128203,-87.66881827,6
HZ323373,6/26/2016,HOMICIDE,FIRST DEGREE MURDER,723,6,2016,41.77432304,-87.64291004,6
HZ328285,6/29/2016,HOMICIDE,FIRST DEGREE MURDER,621,21,2016,41.74827133,-87.64518644,6
HZ328979,6/29/2016,HOMICIDE,FIRST DEGREE MURDER,1824,42,2016,41.90342317,-87.63143003,6
HZ330537,6/30/2016,HOMICIDE,FIRST DEGREE MURDER,2213,21,2016,41.7204001,-87.65767428,6
HZ330646,7/1/2016,HOMICIDE,FIRST DEGREE MURDER,623,6,2016,41.75637458,-87.62609306,7
HZ332201,7/2/2016,HOMICIDE,FIRST DEGREE MURDER,1221,26,2016,41.89499721,-87.69668032,7
HZ332242,7/2/2016,HOMICIDE,FIRST DEGREE MURDER,2223,21,2016,41.72614113,-87.63969689,7
HZ334426,7/3/2016,HOMICIDE,FIRST DEGREE MURDER,1013,22,2016,41.85113367,-87.71741665,7
HZ335472,7/4/2016,HOMICIDE,FIRST DEGREE MURDER,331,5,2016,41.76914843,-87.57393579,7
HZ327841,6/29/2016,HOMICIDE,FIRST DEGREE MURDER,825,15,2016,41.77813764,-87.68970935,6
HZ335773,7/5/2016,HOMICIDE,FIRST DEGREE MURDER,1112,27,2016,41.901596,-87.72017915,7
HZ336440,7/5/2016,HOMICIDE,FIRST DEGREE MURDER,422,7,2016,41.74742023,-87.55645568,7
HZ336844,7/5/2016,HOMICIDE,FIRST DEGREE MURDER,612,21,2016,41.74963874,-87.66342176,7
HZ338299,7/6/2016,HOMICIDE,FIRST DEGREE MURDER,1022,24,2016,41.86252895,-87.70395555,7
HZ338757,7/6/2016,HOMICIDE,FIRST DEGREE MURDER,512,34,2016,41.70159578,-87.63153835,7
HZ341483,7/8/2016,HOMICIDE,FIRST DEGREE MURDER,531,9,2016,41.6905675,-87.62102585,7
HZ341632,7/9/2016,HOMICIDE,FIRST DEGREE MURDER,1532,28,2016,41.89065919,-87.75055048,7
HZ342788,7/10/2016,HOMICIDE,FIRST DEGREE MURDER,724,17,2016,41.77551936,-87.65439048,7
HZ343895,7/10/2016,HOMICIDE,FIRST DEGREE MURDER,522,34,2016,41.68346404,-87.62528494,7
HZ344119,7/11/2016,HOMICIDE,FIRST DEGREE MURDER,222,4,2016,41.80306083,-87.58542609,7
HZ345903,7/12/2016,HOMICIDE,FIRST DEGREE MURDER,2234,34,2016,41.69545799,-87.64490754,7
HZ334486,7/11/2016,HOMICIDE,FIRST DEGREE MURDER,1034,12,2016,41.84813999,-87.69288762,7
HZ346727,7/12/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.78447574,-87.65098137,7
HZ346727,7/12/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.78447574,-87.65098137,7
HZ347527,7/13/2016,HOMICIDE,FIRST DEGREE MURDER,825,15,2016,41.77727066,-87.69023862,7
HZ347947,7/13/2016,HOMICIDE,FIRST DEGREE MURDER,524,34,2016,41.672934,-87.65392497,7
HN463816,4/11/2016,HOMICIDE,FIRST DEGREE MURDER,331,5,2016,41.76987782,-87.56929363,4
HZ348128,7/14/2016,HOMICIDE,FIRST DEGREE MURDER,322,20,2016,41.77340533,-87.62514347,7
HZ348163,7/14/2016,HOMICIDE,FIRST DEGREE MURDER,1123,28,2016,41.8827793,-87.70756498,7
HZ325633,7/14/2016,HOMICIDE,FIRST DEGREE MURDER,522,34,2016,41.68627192,-87.63251766,7
HZ350267,7/15/2016,HOMICIDE,FIRST DEGREE MURDER,1533,24,2016,41.87223036,-87.74493507,7
HZ352079,7/16/2016,HOMICIDE,FIRST DEGREE MURDER,231,3,2016,41.80105468,-87.61772402,7
HZ351989,7/17/2016,HOMICIDE,FIRST DEGREE MURDER,1531,37,2016,41.89888347,-87.74834894,7
HZ352541,7/17/2016,HOMICIDE,FIRST DEGREE MURDER,711,20,2016,41.79019698,-87.64261505,7
HZ352286,7/17/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.88453093,-87.73870409,7
HZ353327,7/18/2016,HOMICIDE,FIRST DEGREE MURDER,1533,28,2016,41.87671154,-87.75082042,7
HZ354630,7/18/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.88323853,-87.73608672,7
HZ354749,7/19/2016,HOMICIDE,FIRST DEGREE MURDER,722,20,2016,41.77870779,-87.63870909,7
HZ355873,7/19/2016,HOMICIDE,FIRST DEGREE MURDER,332,5,2016,41.77261642,-87.58384425,7
HZ356251,7/20/2016,HOMICIDE,FIRST DEGREE MURDER,823,15,2016,41.78079064,-87.70394153,7
HZ356220,7/21/2016,HOMICIDE,FIRST DEGREE MURDER,2412,50,2016,41.99955897,-87.68910895,7
HZ358862,7/21/2016,HOMICIDE,FIRST DEGREE MURDER,331,5,2016,41.77269176,-87.57525039,7
HZ359894,7/22/2016,HOMICIDE,FIRST DEGREE MURDER,723,20,2016,41.77706832,-87.64079452,7
HZ360048,7/22/2016,HOMICIDE,FIRST DEGREE MURDER,513,9,2016,41.69917348,-87.61966026,7
HZ361128,7/23/2016,HOMICIDE,FIRST DEGREE MURDER,512,34,2016,41.70399578,-87.62819077,7
HZ351234,7/21/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.88319825,-87.73943254,7
HZ362433,7/24/2016,HOMICIDE,FIRST DEGREE MURDER,921,14,2016,41.82138439,-87.70449437,7
HZ361840,7/24/2016,HOMICIDE,FIRST DEGREE MURDER,813,13,2016,41.79214254,-87.73293602,7
HZ360401,7/24/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.87695092,-87.73651246,7
HZ363696,7/25/2016,HOMICIDE,FIRST DEGREE MURDER,1132,24,2016,41.86611224,-87.72937716,7
HZ363985,7/25/2016,HOMICIDE,FIRST DEGREE MURDER,322,20,2016,41.77368682,-87.6227318,7
HZ365066,7/26/2016,HOMICIDE,FIRST DEGREE MURDER,1532,28,2016,41.88343698,-87.74905907,7
HZ366121,7/27/2016,HOMICIDE,FIRST DEGREE MURDER,424,7,2016,41.7364145,-87.54581652,7
HZ366724,7/27/2016,HOMICIDE,FIRST DEGREE MURDER,726,17,2016,41.76934553,-87.6743277,7
HZ354586,7/23/2016,HOMICIDE,FIRST DEGREE MURDER,924,12,2016,41.81307549,-87.67237198,7
HZ367597,7/28/2016,HOMICIDE,FIRST DEGREE MURDER,933,3,2016,41.80247852,-87.64642222,7
HZ367597,7/28/2016,HOMICIDE,FIRST DEGREE MURDER,933,3,2016,41.80247852,-87.64642222,7
HZ366827,7/28/2016,HOMICIDE,FIRST DEGREE MURDER,1132,24,2016,41.87525059,-87.72677226,7
HZ368958,7/28/2016,HOMICIDE,FIRST DEGREE MURDER,422,7,2016,41.749605,-87.55406932,7
HZ369176,7/29/2016,HOMICIDE,FIRST DEGREE MURDER,723,16,2016,41.77552824,-87.64710948,7
HZ369756,7/29/2016,HOMICIDE,FIRST DEGREE MURDER,2522,31,2016,41.91750788,-87.74982494,7
HZ370029,7/29/2016,HOMICIDE,FIRST DEGREE MURDER,631,6,2016,41.74578646,-87.60578012,7
HZ370146,7/29/2016,HOMICIDE,FIRST DEGREE MURDER,835,18,2016,41.75001705,-87.68439072,7
HZ368941,7/29/2016,HOMICIDE,FIRST DEGREE MURDER,612,17,2016,41.75359293,-87.65867129,7
HZ371500,7/30/2016,HOMICIDE,FIRST DEGREE MURDER,321,20,2016,41.77412526,-87.60944126,7
HZ371830,7/31/2016,HOMICIDE,FIRST DEGREE MURDER,1114,28,2016,41.88371611,-87.7355755,7
HZ372455,7/31/2016,HOMICIDE,FIRST DEGREE MURDER,1511,29,2016,41.89479524,-87.76933302,7
HZ372691,7/31/2016,HOMICIDE,FIRST DEGREE MURDER,1124,28,2016,41.87916576,-87.70316441,7
HZ373764,8/1/2016,HOMICIDE,FIRST DEGREE MURDER,833,13,2016,41.76958068,-87.72078909,8
HZ375339,8/2/2016,HOMICIDE,FIRST DEGREE MURDER,1524,37,2016,41.89208347,-87.76202233,8
HZ374543,8/2/2016,HOMICIDE,FIRST DEGREE MURDER,1522,29,2016,41.87574337,-87.75581925,8
HZ376679,8/3/2016,HOMICIDE,FIRST DEGREE MURDER,1914,46,2016,41.96470471,-87.65477925,8
HZ376629,8/3/2016,HOMICIDE,FIRST DEGREE MURDER,412,8,2016,41.74033373,-87.58529702,8
HZ374649,8/2/2016,HOMICIDE,FIRST DEGREE MURDER,511,9,2016,41.71197393,-87.62602328,8
HZ376037,8/3/2016,HOMICIDE,FIRST DEGREE MURDER,834,18,2016,41.73854468,-87.72015712,8
HZ377410,8/4/2016,HOMICIDE,FIRST DEGREE MURDER,511,9,2016,41.70812406,-87.62475439,8
HZ379283,8/5/2016,HOMICIDE,FIRST DEGREE MURDER,322,20,2016,41.77202561,-87.62347233,8
HZ380341,8/6/2016,HOMICIDE,FIRST DEGREE MURDER,434,10,2016,41.68462365,-87.5628055,8
HZ381441,8/7/2016,HOMICIDE,FIRST DEGREE MURDER,1235,25,2016,41.85609917,-87.65479794,8
HZ381624,8/7/2016,HOMICIDE,FIRST DEGREE MURDER,1233,2,2016,41.86427635,-87.65980709,8
HZ381618,8/7/2016,HOMICIDE,FIRST DEGREE MURDER,533,9,2016,41.65911651,-87.61383763,8
HZ382845,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,1123,28,2016,41.88538631,-87.70705845,8
HZ382852,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,1212,1,2016,41.90251731,-87.68701443,8
HZ384003,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,834,18,2016,41.74157367,-87.70278202,8
HZ384158,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,715,15,2016,41.78850392,-87.66964329,8
HZ383442,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,633,8,2016,41.72805635,-87.60461742,8
HZ383992,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,1133,24,2016,41.87049338,-87.72287767,8
HZ384075,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.87884111,-87.74276669,8
HZ384104,8/8/2016,HOMICIDE,FIRST DEGREE MURDER,1133,24,2016,41.8672669,-87.71379605,8
HZ384218,8/9/2016,HOMICIDE,FIRST DEGREE MURDER,634,21,2016,41.72267474,-87.62747741,8
HZ384930,8/9/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.79155501,-87.65359056,8
HZ385474,8/9/2016,HOMICIDE,FIRST DEGREE MURDER,511,9,2016,41.70830735,-87.60838193,8
HZ385494,8/9/2016,HOMICIDE,FIRST DEGREE MURDER,2424,49,2016,42.01379636,-87.67998296,8
HZ386890,8/10/2016,HOMICIDE,FIRST DEGREE MURDER,1225,2,2016,41.87836136,-87.68389435,8
HZ386902,8/10/2016,HOMICIDE,FIRST DEGREE MURDER,523,34,2016,41.66822812,-87.6379765,8
HZ387033,8/11/2016,HOMICIDE,FIRST DEGREE MURDER,611,21,2016,41.74759825,-87.66458264,8
HZ387671,8/11/2016,HOMICIDE,FIRST DEGREE MURDER,322,20,2016,41.77052271,-87.61699671,8
HZ388362,8/11/2016,HOMICIDE,FIRST DEGREE MURDER,725,15,2016,41.77509882,-87.66409907,8
HZ378630,8/9/2016,HOMICIDE,FIRST DEGREE MURDER,1131,24,2016,41.8760091,-87.73905481,8
HZ389699,8/12/2016,HOMICIDE,FIRST DEGREE MURDER,723,6,2016,41.77340296,-87.64370076,8
HZ389769,8/13/2016,HOMICIDE,FIRST DEGREE MURDER,1422,26,2016,41.91006454,-87.71096502,8
HZ389864,8/13/2016,HOMICIDE,FIRST DEGREE MURDER,815,23,2016,41.79818138,-87.72330404,8
HZ390359,8/13/2016,HOMICIDE,FIRST DEGREE MURDER,1122,28,2016,41.88076931,-87.72211889,8
HZ391020,8/14/2016,HOMICIDE,FIRST DEGREE MURDER,423,7,2016,41.73903208,-87.56438316,8
HZ391241,8/14/2016,HOMICIDE,FIRST DEGREE MURDER,1223,2,2016,41.87869496,-87.67933033,8
HZ391108,8/14/2016,HOMICIDE,FIRST DEGREE MURDER,835,18,2016,41.74441593,-87.69665674,8
HZ391216,8/14/2016,HOMICIDE,FIRST DEGREE MURDER,1533,29,2016,41.87490695,-87.75050267,8
HZ391329,8/14/2016,HOMICIDE,FIRST DEGREE MURDER,1523,28,2016,41.88893249,-87.75641663,8
HZ391474,8/14/2016,HOMICIDE,FIRST DEGREE MURDER,322,20,2016,41.77352965,-87.62394332,8
HZ388943,8/15/2016,HOMICIDE,FIRST DEGREE MURDER,1532,28,2016,41.8884167,-87.75046436,8
HZ392469,8/15/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.88128882,-87.73795198,8
HZ393892,8/16/2016,HOMICIDE,FIRST DEGREE MURDER,1011,24,2016,41.86621554,-87.72193079,8
HZ394725,8/16/2016,HOMICIDE,FIRST DEGREE MURDER,1215,27,2016,41.88744531,-87.66296819,8
HZ393886,8/16/2016,HOMICIDE,FIRST DEGREE MURDER,2522,31,2016,41.91870188,-87.75041665,8
HZ395115,8/16/2016,HOMICIDE,FIRST DEGREE MURDER,324,5,2016,41.76166093,-87.59695799,8
HZ391550,8/16/2016,HOMICIDE,FIRST DEGREE MURDER,1014,24,2016,41.85832852,-87.72244275,8
HZ396660,8/18/2016,HOMICIDE,FIRST DEGREE MURDER,512,34,2016,41.70284025,-87.62816312,8
HZ398962,8/19/2016,HOMICIDE,FIRST DEGREE MURDER,623,6,2016,41.75513534,-87.62628625,8
HZ398286,8/19/2016,HOMICIDE,FIRST DEGREE MURDER,411,8,2016,41.75052952,-87.59303208,8
HZ400495,8/20/2016,HOMICIDE,FIRST DEGREE MURDER,2524,30,2016,41.93088451,-87.72573097,8
